10
10
100

1 1 3
1 2 6
1 3 1
1 4 6
1 5 3
1 6 9
1 7 9
1 8 8
1 9 3
1 10 1
2 1 8
2 2 3
2 3 5
2 4 9
2 5 4
2 6 6
2 7 2
2 8 7
2 9 7
2 10 3
3 1 2
3 2 8
3 3 4
3 4 4
3 5 3
3 6 5
3 7 3
3 8 8
3 9 1
3 10 9
4 1 7
4 2 5
4 3 8
4 4 8
4 5 9
4 6 5
4 7 7
4 8 9
4 9 2
4 10 1
5 1 8
5 2 8
5 3 2
5 4 7
5 5 5
5 6 2
5 7 8
5 8 5
5 9 3
5 10 7
6 1 8
6 2 6
6 3 1
6 4 4
6 5 4
6 6 7
6 7 7
6 8 1
6 9 2
6 10 7
7 1 4
7 2 3
7 3 3
7 4 9
7 5 1
7 6 4
7 7 2
7 8 3
7 9 9
7 10 5
8 1 1
8 2 9
8 3 8
8 4 8
8 5 6
8 6 3
8 7 5
8 8 4
8 9 9
8 10 1
9 1 7
9 2 3
9 3 1
9 4 1
9 5 9
9 6 5
9 7 5
9 8 3
9 9 5
9 10 3
10 1 7
10 2 1
10 3 4
10 4 8
10 5 8
10 6 1
10 7 1
10 8 6
10 9 4
10 10 2
