100
100
10000

1 1 5
1 2 4
1 3 5
1 4 9
1 5 1
1 6 5
1 7 2
1 8 7
1 9 3
1 10 3
1 11 7
1 12 3
1 13 4
1 14 6
1 15 6
1 16 5
1 17 3
1 18 8
1 19 4
1 20 6
1 21 5
1 22 3
1 23 9
1 24 6
1 25 1
1 26 4
1 27 4
1 28 9
1 29 1
1 30 6
1 31 4
1 32 8
1 33 6
1 34 2
1 35 6
1 36 7
1 37 2
1 38 7
1 39 1
1 40 8
1 41 3
1 42 4
1 43 2
1 44 8
1 45 4
1 46 7
1 47 1
1 48 2
1 49 6
1 50 9
1 51 3
1 52 9
1 53 2
1 54 3
1 55 2
1 56 5
1 57 2
1 58 4
1 59 9
1 60 4
1 61 1
1 62 5
1 63 4
1 64 8
1 65 2
1 66 5
1 67 7
1 68 2
1 69 4
1 70 4
1 71 2
1 72 8
1 73 7
1 74 7
1 75 8
1 76 6
1 77 2
1 78 9
1 79 9
1 80 4
1 81 8
1 82 9
1 83 1
1 84 1
1 85 1
1 86 6
1 87 3
1 88 6
1 89 2
1 90 3
1 91 6
1 92 2
1 93 5
1 94 1
1 95 1
1 96 2
1 97 6
1 98 9
1 99 9
1 100 4
2 1 3
2 2 6
2 3 4
2 4 4
2 5 1
2 6 1
2 7 2
2 8 5
2 9 2
2 10 6
2 11 6
2 12 5
2 13 3
2 14 3
2 15 5
2 16 1
2 17 7
2 18 3
2 19 8
2 20 3
2 21 9
2 22 8
2 23 6
2 24 7
2 25 6
2 26 6
2 27 6
2 28 3
2 29 2
2 30 6
2 31 9
2 32 2
2 33 4
2 34 9
2 35 2
2 36 3
2 37 4
2 38 1
2 39 1
2 40 6
2 41 9
2 42 4
2 43 8
2 44 4
2 45 8
2 46 8
2 47 3
2 48 6
2 49 2
2 50 3
2 51 8
2 52 4
2 53 6
2 54 6
2 55 9
2 56 2
2 57 2
2 58 8
2 59 9
2 60 5
2 61 9
2 62 4
2 63 5
2 64 8
2 65 6
2 66 1
2 67 2
2 68 2
2 69 8
2 70 3
2 71 2
2 72 3
2 73 6
2 74 8
2 75 6
2 76 4
2 77 2
2 78 4
2 79 5
2 80 1
2 81 1
2 82 4
2 83 3
2 84 9
2 85 4
2 86 7
2 87 5
2 88 5
2 89 2
2 90 5
2 91 2
2 92 2
2 93 1
2 94 4
2 95 2
2 96 8
2 97 9
2 98 5
2 99 1
2 100 5
3 1 2
3 2 4
3 3 5
3 4 7
3 5 5
3 6 6
3 7 5
3 8 2
3 9 3
3 10 2
3 11 2
3 12 6
3 13 6
3 14 4
3 15 9
3 16 7
3 17 4
3 18 7
3 19 3
