200
250
50000
1 1 0.877142
1 2 8.98779
1 3 2.47934
1 4 6.66631
1 5 8.9881
1 6 2.81088
1 7 6.45468
1 8 0.593314
1 9 8.09519
1 10 5.09477
1 11 2.02014
1 12 8.59001
1 13 1.04499
1 14 7.12751
1 15 2.66893
1 16 4.99239
1 17 8.23428
1 18 3.04699
1 19 1.00103
1 20 3.42838
1 21 1.91656
1 22 7.57918
1 23 3.1887
1 24 3.53132
1 25 4.58656
1 26 9.45867
1 27 9.70154
1 28 1.30373
1 29 6.52542
1 30 4.55378
1 31 7.10578
1 32 7.40256
1 33 3.54157
1 34 9.58513
1 35 4.06887
1 36 2.52967
1 37 2.39601
1 38 0.523554
1 39 3.12299
1 40 0.491195
1 41 5.61833
1 42 5.14312
1 43 9.0812
1 44 6.66332
1 45 2.27063
1 46 1.75013
1 47 1.65571
1 48 0.504909
1 49 4.79712
1 50 2.65675
1 51 3.93329
1 52 6.71367
1 53 0.235928
1 54 7.12199
1 55 0.244993
1 56 4.82249
1 57 6.58066
1 58 9.94653
1 59 6.12621
1 60 3.10607
1 61 4.50031
1 62 3.232
1 63 0.508632
1 64 8.04188
1 65 2.81712
1 66 4.5775
1 67 0.571549
1 68 5.21313
1 69 5.10106
1 70 3.69454
1 71 5.70433
1 72 0.719384
1 73 8.83766
1 74 4.78553
1 75 7.3827
1 76 1.10829
1 77 6.53565
1 78 9.03842
1 79 1.6132
1 80 1.33277
1 81 1.69517
1 82 5.54649
1 83 8.04645
1 84 1.93109
1 85 2.66848
1 86 8.29144
1 87 6.75358
1 88 9.24914
1 89 8.23797
1 90 2.87979
1 91 2.35521
1 92 2.73828
1 93 6.11179
1 94 2.86385
1 95 0.780157
1 96 8.92891
1 97 7.44135
1 98 1.35171
1 99 4.14205
1 100 2.54241
1 101 5.04624
1 102 9.84637
1 103 3.26179
1 104 3.8839
1 105 4.6319
1 106 0.644495
1 107 4.99219
1 108 1.16756
1 109 9.68291
1 110 6.60539
1 111 2.50033
1 112 1.37808
1 113 2.15188
1 114 0.546778
1 115 3.30917
1 116 4.82036
1 117 8.83822
1 118 0.0627514
1 119 4.0695
1 120 7.07619
1 121 2.94254
1 122 6.42471
1 123 9.81447
1 124 9.05433
1 125 9.28856
1 126 0.594628
1 127 7.98325
1 128 6.72991
1 129 1.94633
1 130 2.12529
1 131 9.27232
1 132 6.99258
1 133 1.97166
1 134 2.53411
1 135 0.876476
1 136 6.60357
1 137 3.1786
1 138 5.86867
1 139 7.77112
1 140 2.86151
1 141 2.47406
1 142 0.271452
1 143 4.23959
1 144 4.62595
1 145 0.81823
1 146 7.54876
1 147 9.44631
1 148 9.65645
1 149 7.61152
1 150 3.51581
1 151 6.73264
1 152 0.554059
1 153 9.94052
1 154 6.54711
1 155 9.60839
1 156 9.22908
1 157 7.14174
1 158 7.59164
1 159 5.95899
1 160 9.08807
1 161 9.71693
1 162 5.23131
1 163 6.08065
1 164 1.68859
1 165 7.76542
1 166 6.95712
1 167 8.29216
1 168 0.944019
1 169 2.82579
1 170 6.06328
1 171 3.80553
1 172 5.29985
1 173 6.33473
1 174 8.04513
1 175 9.9258
1 176 7.15296
1 177 5.59389
1 178 9.37211
1 179 6.80941
1 180 3.20541
1 181 2.88792
1 182 3.54205
1 183 3.75947
1 184 2.82844
1 185 0.0891624
1 186 3.36786
1 187 2.05753
1 188 7.2309
1 189 0.959495
1 190 8.01652
1 191 6.31897
1 192 0.676422
1 193 3.24783
1 194 2.39962
1 195 2.36501
1 196 1.01325
1 197 9.35674
1 198 0.65717
1 199 1.95727
1 200 2.18254
1 201 6.72045
1 202 5.7628
1 203 7.48239
1 204 3.05518
1 205 3.80793
1 206 7.40819
1 207 0.208142
1 208 9.40182
1 209 6.7803
1 210 7.01755
1 211 2.60722
1 212 9.66822
1 213 0.559604
1 214 6.36669
1 215 2.49666
1 216 0.648766
1 217 9.73455
1 218 4.55418
1 219 7.87967
1 220 0.694043
1 221 2.5707
1 222 4.19864
1 223 1.37047
1 224 5.81854
1 225 6.59826
1 226 3.73548
1 227 6.83179
1 228 5.95501
1 229 4.39265
1 230 8.78906
1 231 8.13754
1 232 1.1131
1 233 4.55186
1 234 5.61993
1 235 4.16828
1 236 8.35978
1 237 3.02812
1 238 4.37642
1 239 7.7616
1 240 9.80842
1 241 1.39397
1 242 0.368826
1 243 9.47663
1 244 1.95358
1 245 6.73552
1 246 1.97329
1 247 2.60234
1 248 6.47006
1 249 6.52748
1 250 0.482011
2 1 7.16411
2 2 9.09818
2 3 4.68065
2 4 8.53457
2 5 4.91672
2 6 1.27891
2 7 2.27005
2 8 1.7485
2 9 7.23392
2 10 6.6627
2 11 0.537558
2 12 5.37146
2 13 7.7758
2 14 5.08942
2 15 0.991393
2 16 1.94408
2 17 3.4492
2 18 4.01952
2 19 6.3205
2 20 1.2108
2 21 3.82793
2 22 7.71447
2 23 1.57963
2 24 3.30457
2 25 9.66805
2 26 8.31514
2 27 5.27786
2 28 2.2704
2 29 4.78521
2 30 1.80534
2 31 2.75241
2 32 1.94932
2 33 0.903516
2 34 7.43306
2 35 0.483891
2 36 5.82023
2 37 8.71197
2 38 2.75394
2 39 7.56874
2 40 5.94589
2 41 9.41664
2 42 8.10629
2 43 1.31735
2 44 7.19244
2 45 3.19571
2 46 2.30875
2 47 9.13652
2 48 6.64491
2 49 6.32826
2 50 5.45702
2 51 7.85571
2 52 0.156196
2 53 3.1715
2 54 9.43534
2 55 3.46077
2 56 2.83955
2 57 7.75048
2 58 8.73863
2 59 5.10995
2 60 2.53569
2 61 0.543962
2 62 7.86235
2 63 4.48501
2 64 1.44748
2 65 5.29541
2 66 4.9689
2 67 7.26771
2 68 4.00739
2 69 7.72284
2 70 4.83645
2 71 9.95328
2 72 7.13949
2 73 2.94274
2 74 1.27063
2 75 4.33193
2 76 6.13845
2 77 3.57938
2 78 3.46846
2 79 2.78336
2 80 9.90764
2 81 8.92548
2 82 0.639071
2 83 0.0638348
2 84 2.09698
2 85 0.07441
2 86 3.5246
2 87 4.93653
2 88 7.82489
2 89 2.26323
2 90 0.0464802
2 91 0.360588
2 92 2.80719
2 93 7.90883
2 94 4.8456
2 95 4.25467
2 96 3.20425
2 97 9.8145
2 98 1.52238
2 99 7.21163
2 100 7.53735
2 101 6.35883
2 102 7.16491
2 103 4.67683
2 104 9.30157
2 105 8.43554
2 106 9.00877
2 107 5.44002
2 108 2.01492
2 109 2.47723
2 110 8.22338
2 111 1.92256
2 112 1.40271
2 113 8.86245
2 114 1.98639
2 115 3.49969
2 116 8.93686
2 117 5.51099
2 118 8.43622
2 119 6.76175
2 120 7.77422
2 121 8.4827
2 122 7.12234
2 123 0.581408
2 124 6.39154
2 125 1.96794
2 126 4.83608
2 127 9.59579
2 128 1.78244
2 129 6.35845
2 130 6.80742
2 131 9.31979
2 132 2.71728
2 133 3.97233
2 134 3.99662
2 135 2.01885
2 136 2.40787
2 137 3.00539
2 138 7.45887
2 139 4.42279
2 140 5.48261
2 141 5.68224
2 142 6.34535
2 143 6.88532
2 144 4.54469
2 145 8.33174
2 146 0.385013
2 147 3.48155
2 148 3.84273
2 149 8.82124
2 150 0.243302
2 151 1.61695
2 152 7.30394
2 153 7.36564
2 154 2.19836
2 155 3.69548
2 156 9.33358
2 157 7.03444
2 158 3.29126
2 159 1.11602
2 160 3.39289
2 161 0.0986835
2 162 0.435809
2 163 6.11017
2 164 4.07101
2 165 4.43243
2 166 8.12902
2 167 6.47888
2 168 7.43782
2 169 5.58789
2 170 0.901676
2 171 2.92043
2 172 1.27013
2 173 7.24702
2 174 9.80575
2 175 5.81482
2 176 5.57877
2 177 0.190765
2 178 9.29637
2 179 9.4215
2 180 9.012
2 181 9.53967
2 182 1.03845
2 183 6.31594
2 184 6.90532
2 185 3.23682
2 186 0.0114212
2 187 6.2389
2 188 0.271253
2 189 3.30269
2 190 7.35492
2 191 3.66415
2 192 3.40137
2 193 7.79073
2 194 9.77432
2 195 7.47238
2 196 2.22316
2 197 7.90334
2 198 3.95127
2 199 9.66098
2 200 3.49123
2 201 4.85294
2 202 2.58141
2 203 4.76136
2 204 2.09997
2 205 2.38716
2 206 0.57618
2 207 7.67873
2 208 2.57792
2 209 9.87255
2 210 7.10023
2 211 1.58993
2 212 9.41223
2 213 8.13869
2 214 7.90587
2 215 6.31754
2 216 1.3755
2 217 7.91729
2 218 2.55644
2 219 1.64675
