10
10
100

1 1  -1.77148142
1 2   0.20448666
1 3  -0.76705759
1 4   1.13617126
1 5  -0.31976319
1 6   1.00954241
1 7  -1.47229600
1 8  -1.77920123
1 9   0.07664801
1 10   1.03899879
2 1   1.61900206
2 2   0.34252889
2 3   0.66024859
2 4   1.39063852
2 5   0.87804830
2 6   1.08053414
2 7   0.34214264
2 8  -0.43292080
2 9  -0.66221467
2 10   0.92059081
3 1   0.22920848
3 2   0.27441315
3 3   0.67850899
3 4   1.34173489
3 5   0.25636294
3 6   0.16517105
3 7   1.87506538
3 8  -0.48301585
3 9   0.18308277
3 10   1.71323890
4 1   1.33617629
4 2  -0.78821621
4 3  -1.46736480
4 4  -0.57831601
4 5   0.66069719
4 6  -0.57798783
4 7   0.46789757
4 8   0.17421883
4 9   2.20221573
4 10  -0.20164426
5 1   0.56088331
5 2  -0.51845359
5 3   0.17144327
5 4   0.06975008
5 5   1.31514667
5 6   1.09123520
5 7   0.04020735
5 8   0.68048172
5 9   0.01747732
5 10  -1.59949346
6 1  -0.11260139
6 2  -1.29606507
6 3   0.90340541
6 4  -0.70508968
6 5  -1.35649924
6 6   0.28853459
6 7   0.69307906
6 8  -0.24082006
6 9   0.18208928
6 10   1.40765842
7 1   0.27555675
7 2  -1.06664805
7 3  -2.10374746
7 4   0.78361772
7 5  -0.78294066
7 6   0.46472000
7 7  -0.26890527
7 8  -0.53601422
7 9  -1.23804144
7 10  -2.16725343
8 1   0.56044004
8 2  -0.63899398
8 3  -1.27579537
8 4  -0.11320458
8 5   0.21721529
8 6  -0.13852001
8 7  -0.04361568
8 8  -0.77210219
8 9  -0.77445156
8 10  -0.42538831
9 1  -1.09900592
9 2   0.67781461
9 3   1.59314781
9 4  -0.91947526
9 5   0.00921113
9 6   0.30338119
9 7  -0.35820109
9 8   1.30202419
9 9   0.55780360
9 10  -1.84466506
10 1  -0.42998043
10 2   0.19760117
10 3  -0.24557518
10 4   0.65782420
10 5  -0.71870568
10 6   0.53460809
10 7   0.72070608
10 8   0.28749866
10 9  -0.17280883
10 10  -0.79166487
