10
10
100
1 1 208
1 2 286
1 3 220
1 4 172
1 5 133
1 6 290
1 7 325
1 8 223
1 9 286
1 10 271
2 1 282
2 2 256
2 3 211
2 4 221
2 5 208
2 6 303
2 7 331
2 8 283
2 9 290
2 10 246
3 1 175
3 2 251
3 3 211
3 4 165
3 5 179
3 6 230
3 7 261
3 8 195
3 9 299
3 10 241
4 1 309
4 2 318
4 3 249
4 4 227
4 5 213
4 6 327
4 7 408
4 8 301
4 9 316
4 10 318
5 1 225
5 2 294
5 3 265
5 4 219
5 5 221
5 6 300
5 7 313
5 8 226
5 9 328
5 10 242
6 1 200
6 2 246
6 3 255
6 4 186
6 5 201
6 6 260
6 7 279
6 8 190
6 9 247
6 10 217
7 1 195
7 2 192
7 3 156
7 4 184
7 5 166
7 6 251
7 7 229
7 8 215
7 9 267
7 10 173
8 1 241
8 2 236
8 3 200
8 4 214
8 5 184
8 6 309
8 7 323
8 8 258
8 9 342
8 10 271
9 1 232
9 2 226
9 3 213
9 4 166
9 5 165
9 6 241
9 7 272
9 8 163
9 9 209
9 10 193
10 1 244
10 2 207
10 3 157
10 4 161
10 5 159
10 6 221
10 7 262
10 8 213
10 9 213
10 10 168
