100
100
10000

1 1   0.02645440
1 2  -1.63810672
1 3  -1.11417937
1 4  -0.50790120
1 5  -0.42573386
1 6   0.12038445
1 7   0.46639934
1 8  -0.01061856
1 9   1.04829974
1 10   0.37105588
1 11  -0.14176164
1 12  -2.06079690
1 13  -0.87996468
1 14   1.78573251
1 15  -1.31539307
1 16  -1.14108246
1 17  -0.70949709
1 18  -1.71739794
1 19  -1.74735376
1 20   2.19628578
1 21  -0.78340949
1 22   0.20990623
1 23   0.45344031
1 24  -0.35695995
1 25  -1.67754775
1 26   0.92842096
1 27   0.20027710
1 28  -0.61865133
1 29  -1.87142072
1 30   1.34892607
1 31   1.09400564
1 32   0.39959297
1 33  -1.12629107
1 34  -1.85333291
1 35   0.26593862
1 36   0.60309893
1 37  -1.39518946
1 38   0.16681252
1 39  -0.91674876
1 40   0.26816993
1 41  -0.39264662
1 42   1.47211288
1 43  -1.04415803
1 44   0.98492356
1 45   0.61982395
1 46  -0.69733713
1 47   1.20821245
1 48   0.93305307
1 49   1.18631235
1 50   0.48977136
1 51   0.00912660
1 52   0.55175424
1 53   0.31906657
1 54  -0.27184635
1 55   1.21368100
1 56  -1.95742529
1 57  -0.64597606
1 58  -2.12221886
1 59   1.50839264
1 60  -1.43631074
1 61  -0.01986995
1 62   0.48093729
1 63   1.46213003
1 64  -0.58629411
1 65   0.39975208
1 66   0.36767502
1 67  -0.30563553
1 68  -0.15907911
1 69   1.41272601
1 70   1.20993411
1 71   0.09634383
1 72   1.36438146
1 73   0.44731447
1 74   0.22757171
1 75  -0.26583470
1 76   0.73623799
1 77  -1.78695005
1 78  -0.30407834
1 79  -1.24214680
1 80   0.05490470
1 81   0.19258619
1 82   0.27324211
1 83   1.02637963
1 84  -0.93152879
1 85  -0.33371866
1 86   0.28724194
1 87   0.35106019
1 88   0.98087488
1 89   0.57673748
1 90  -0.00134912
1 91   0.50551983
1 92   0.35991774
1 93   1.81824289
1 94  -0.74765170
1 95  -0.12976759
1 96  -2.71854543
1 97   0.24335895
1 98  -0.27688212
1 99  -0.99786136
1 100   0.57096721
2 1   0.69574656
2 2   0.39086626
2 3  -0.11708975
2 4   1.18204459
2 5   0.84394197
2 6   1.03119660
2 7  -0.52163799
2 8  -1.64061217
2 9   1.04117449
2 10   0.61517699
2 11   0.34274753
2 12  -0.91462992
2 13   0.89385679
2 14  -0.27897883
2 15   1.91422385
2 16  -0.47349495
2 17  -0.04476629
2 18   0.70524487
2 19   1.72864039
2 20  -1.47060498
2 21   0.59043042
2 22   0.96450393
2 23  -2.87078339
2 24  -0.35243963
2 25   1.67812681
2 26   2.81647519
2 27   0.75634042
2 28  -2.04610016
2 29  -0.37725032
2 30  -1.93295302
2 31  -0.82243079
2 32  -1.05966819
2 33  -2.50780070
2 34   1.78862047
2 35   1.33297058
2 36   0.14033292
2 37  -0.72932425
2 38  -0.51812341
