100
100
10000

1 1   0.34639959
1 2  -0.23055584
1 3  -0.98653464
1 4  -0.73962311
1 5  -0.24005653
1 6   2.48974236
1 7  -1.00631277
1 8   1.19365024
1 9  -1.34253005
1 10  -0.12327799
1 11   0.86887100
1 12  -0.49827757
1 13   0.35863508
1 14  -1.36686407
1 15   0.72242216
1 16   0.15527502
1 17  -0.44582925
1 18   1.29038399
1 19   0.34834009
1 20  -0.33714153
1 21  -0.40367537
1 22  -2.15485210
1 23  -1.89584638
1 24   0.85274777
1 25   0.32630437
1 26   1.36586168
1 27  -1.27727247
1 28   1.07468535
1 29   1.30486953
1 30  -0.15101945
1 31   0.67954408
1 32   1.21218508
1 33  -0.43698025
1 34  -1.04872619
1 35  -1.29001399
1 36   0.85120751
1 37   0.63456499
1 38  -1.86140381
1 39   1.01926624
1 40  -0.34401196
1 41   0.24274667
1 42   0.32117649
1 43   0.31667091
1 44  -0.05857273
1 45  -0.05573809
1 46  -0.90684914
1 47   0.68139563
1 48  -1.32447412
1 49  -0.29334748
1 50  -1.67522356
1 51  -1.38135293
1 52  -1.21207802
1 53  -1.25994482
1 54   0.25357703
1 55  -0.28708508
1 56  -0.52534063
1 57   0.95721117
1 58  -0.15500155
1 59  -0.04602376
1 60  -0.66264527
1 61  -0.78866754
1 62  -0.67797208
1 63   0.75517112
1 64  -0.08763383
1 65  -0.07388176
1 66   1.08468879
1 67   0.58624502
1 68   0.03046608
1 69   0.59412514
1 70  -0.60988998
1 71   0.16455354
1 72   0.73765297
1 73  -0.45487969
1 74  -0.70137910
1 75   1.03173834
1 76  -1.19288877
1 77   0.64808583
1 78   0.01892983
1 79   0.47437006
1 80   0.72297739
1 81   1.21360063
1 82  -0.69256151
1 83   0.88603192
1 84   0.58760052
1 85  -0.61181637
1 86   0.73367107
1 87   0.68672853
1 88  -0.79247686
1 89  -1.39456868
1 90   0.99327297
1 91   0.71373900
1 92   1.75818090
1 93  -0.04002648
1 94  -1.46934905
1 95  -1.78320549
1 96   1.10396607
1 97  -0.16941226
1 98   0.05992933
1 99  -2.23932529
1 100  -1.27888545
2 1  -0.58674499
2 2   0.40014406
2 3   1.71991492
2 4  -1.65077960
2 5   2.44148915
2 6  -0.10040882
2 7  -0.01611672
2 8  -0.96904149
2 9   0.20830985
2 10   1.01912787
2 11  -0.51085937
2 12   0.51886022
2 13   0.67014196
2 14  -0.07966066
2 15  -2.38459399
2 16  -0.90447087
2 17  -2.63081606
2 18   0.83402413
2 19   2.35084854
2 20  -0.12111930
2 21  -0.54728483
2 22  -0.50669659
2 23  -1.00001940
2 24  -0.82300043
2 25   0.80129229
2 26   1.63135847
2 27  -1.20966018
2 28  -1.19695855
2 29  -0.21610414
2 30  -0.39669853
2 31  -0.41060188
2 32   0.15863600
2 33   2.20164554
2 34  -1.43699396
2 35   1.55555354
2 36   0.88560968
2 37  -0.47039019
2 38  -0.35663369
2 39   0.36873156
2 40   1.16319215
2 41   0.13982383
2 42   0.73603487
2 43  -0.36367617
2 44   0.55305050
2 45  -0.93520493
2 46   1.43404604
2 47   0.79712932
2 48   0.69748166
2 49   1.09924564
2 50  -0.51469983
2 51   0.21431865
2 52  -1.43571258
2 53   1.67735565
2 54   0.23230643
2 55  -0.82311117
2 56   1.03328340
2 57  -0.04842937
2 58  -1.42116472
2 59  -0.69604555
2 60  -1.69065128
2 61   2.28115790
2 62  -0.24204783
2 63   0.31346096
2 64  -0.66567871
2 65   0.40781438
2 66   0.04919695
2 67  -1.40110356
2 68  -0.16185998
2 69  -0.71992197
2 70  -0.10600213
2 71  -0.28301903
2 72   0.25662925
2 73   0.69437199
2 74  -0.46300710
2 75  -1.33229215
2 76  -0.79266746
2 77  -0.62331267
2 78   0.03254302
2 79   0.75598959
2 80   1.64457010
2 81   1.39416797
2 82  -0.71178969
2 83  -0.55884934
2 84  -0.21967455
2 85   0.90024375
2 86  -0.09762786
2 87   0.03212611
2 88   0.77560597
2 89  -0.14603958
2 90   0.07781268
2 91   1.29305894
2 92   2.32305644
2 93  -0.82789117
2 94  -0.11927775
2 95  -0.03080101
2 96   1.00077482
2 97   0.18161422
2 98  -0.75948318
2 99   0.04914485
2 100   0.91132427
3 1  -1.60467216
3 2  -0.16199306
3 3  -1.35379659
3 4   0.26212100
3 5  -0.86592877
3 6   1.14536830
3 7  -1.61423519
3 8   0.15011856
3 9   1.71264166
3 10   1.58105600
3 11  -1.24351895
3 12  -0.05746721
3 13  -0.36871210
3 14  -1.23668295
3 15  -0.32984074
3 16  -0.21819976
3 17  -0.01975311
3 18  -0.33555075
3 19  -2.35079325
3 20  -0.23642047
3 21   0.34852884
3 22  -0.19924488
3 23  -0.37781755
3 24  -1.44297197
3 25  -0.62473537
3 26  -0.89639723
3 27   1.21471126
3 28  -0.64961545
3 29   0.59443895
3 30  -0.50003906
3 31  -0.69214655
3 32   0.71314685
3 33   0.38470889
3 34  -0.11378967
3 35   0.37946593
3 36   0.42173918
3 37  -1.32764565
3 38  -1.51359205
3 39  -0.64031199
3 40   1.70265859
3 41  -0.33038919
3 42   1.27400991
3 43   0.88939173
3 44   0.42568365
3 45   0.49241932
3 46  -0.33965581
3 47  -0.40848666
