20
10
200

1 1 1
1 2 1
1 3 6
1 4 5
1 5 3
1 6 3
1 7 4
1 8 5
1 9 8
1 10 1
2 1 4
2 2 8
2 3 9
2 4 3
2 5 1
2 6 6
2 7 7
2 8 9
2 9 5
2 10 7
3 1 1
3 2 2
3 3 5
3 4 2
3 5 8
3 6 3
3 7 9
3 8 9
3 9 1
3 10 9
4 1 2
4 2 9
4 3 9
4 4 8
4 5 9
4 6 4
4 7 2
4 8 4
4 9 8
4 10 3
5 1 7
5 2 5
5 3 1
5 4 1
5 5 2
5 6 2
5 7 1
5 8 6
5 9 8
5 10 9
6 1 1
6 2 4
6 3 9
6 4 3
6 5 6
6 6 1
6 7 5
6 8 8
6 9 2
6 10 6
7 1 7
7 2 6
7 3 3
7 4 7
7 5 7
7 6 5
7 7 4
7 8 3
7 9 1
7 10 8
8 1 4
8 2 5
8 3 3
8 4 9
8 5 5
8 6 2
8 7 8
8 8 4
8 9 2
8 10 5
9 1 3
9 2 5
9 3 2
9 4 8
9 5 2
9 6 4
9 7 1
9 8 4
9 9 8
9 10 9
10 1 9
10 2 4
10 3 9
10 4 8
10 5 4
10 6 6
10 7 1
10 8 8
10 9 3
10 10 1
11 1 7
11 2 6
11 3 4
11 4 9
11 5 2
11 6 5
11 7 1
11 8 9
11 9 2
11 10 9
12 1 4
12 2 8
12 3 9
12 4 6
12 5 4
12 6 1
12 7 8
12 8 1
12 9 7
12 10 1
13 1 9
13 2 7
13 3 8
13 4 2
13 5 2
13 6 9
13 7 1
13 8 6
13 9 9
13 10 6
14 1 2
14 2 6
14 3 9
14 4 1
14 5 4
14 6 5
14 7 8
14 8 7
14 9 2
14 10 3
15 1 3
15 2 2
15 3 4
15 4 7
15 5 9
15 6 3
15 7 7
15 8 6
15 9 6
15 10 4
16 1 8
16 2 8
16 3 8
16 4 1
16 5 2
16 6 9
16 7 2
16 8 1
16 9 4
16 10 7
17 1 3
17 2 1
17 3 5
17 4 6
17 5 1
17 6 5
17 7 5
17 8 1
17 9 3
17 10 9
18 1 7
18 2 1
18 3 8
18 4 2
18 5 7
18 6 9
18 7 3
18 8 3
18 9 7
18 10 4
19 1 8
19 2 5
19 3 1
19 4 3
19 5 6
19 6 9
19 7 1
19 8 8
19 9 1
19 10 8
20 1 3
20 2 4
20 3 8
20 4 3
20 5 7
20 6 1
20 7 6
20 8 8
20 9 8
20 10 6
