10
20
200

1 1   1.41190619
1 2   0.55432020
1 3  -2.00551835
1 4  -0.82755926
1 5   0.32547737
1 6  -1.28884070
1 7   1.38516417
1 8  -1.30875592
1 9   0.64801244
1 10   0.15508269
1 11   1.20765498
1 12   0.00969242
1 13   1.73737309
1 14   1.00488470
1 15  -0.05772362
1 16   0.04311382
1 17   0.50614864
1 18   0.66524321
1 19  -0.75702861
1 20   2.85069872
2 1   1.42677424
2 2  -0.44566930
2 3  -0.31367014
2 4  -2.27744801
2 5  -0.33119835
2 6  -0.29563740
2 7   1.70804345
2 8   0.45115721
2 9   0.09126201
2 10  -0.71554645
2 11  -1.16257619
2 12  -0.93377591
2 13  -0.93980952
2 14  -0.85600122
2 15   0.10159088
2 16   0.30357120
2 17  -1.83044660
2 18  -0.39890398
2 19  -0.60745521
2 20   1.52300080
3 1   1.47249362
3 2  -0.99248649
3 3   0.95280033
3 4  -0.69032355
3 5  -0.69693306
3 6   1.97057083
3 7   0.42029836
3 8  -0.89476126
3 9  -0.26860114
3 10  -0.20829286
3 11   0.03505130
3 12  -0.50261453
3 13   0.59542251
3 14   0.17878574
3 15   0.28198600
3 16  -1.66264607
3 17  -1.56673837
3 18  -0.40670535
3 19   0.26810590
3 20   1.00201507
4 1  -0.15467126
4 2  -0.60661997
4 3  -0.07261856
4 4  -1.77599374
4 5   1.53282618
4 6  -1.96027513
4 7  -0.18835378
4 8   0.34020066
4 9  -0.64433310
4 10  -0.54294247
4 11  -0.41650733
4 12   0.14506150
4 13   1.45134020
4 14   1.37067731
4 15   0.26472074
4 16   0.70769339
4 17  -0.54888099
4 18  -0.22576611
4 19   0.70958953
4 20  -0.34063002
5 1   0.08121094
5 2  -0.10512804
5 3  -1.30195807
5 4   0.96245388
5 5  -0.49409703
5 6   0.25875468
5 7  -0.70146433
5 8  -1.11115578
5 9  -0.50235205
5 10  -0.46900426
5 11   0.04457576
5 12   2.99747993
5 13  -0.32550436
5 14  -0.96517852
5 15  -0.64932971
5 16   0.60357698
5 17   1.38448390
5 18   0.27760070
5 19   0.43817265
5 20   1.56742589
6 1   1.41723210
6 2  -0.22399378
6 3   0.47527640
6 4   0.02337886
6 5  -0.25246473
6 6  -1.75414084
6 7   0.52175779
6 8   1.34358094
6 9   0.96028907
6 10   0.76388254
6 11  -0.86647795
6 12  -1.14238491
6 13  -0.25360937
6 14   0.13581506
6 15  -0.06139201
6 16  -0.40383162
6 17   1.12246999
6 18  -0.78804403
6 19  -0.62543433
6 20   1.14701609
7 1   0.85658705
7 2  -0.71814538
7 3  -0.35881216
7 4  -1.00532606
7 5   0.83329275
7 6   1.10227059
7 7   1.20094359
7 8  -1.31271018
7 9   1.25475217
7 10  -2.14165042
7 11   0.31354278
7 12   1.81405330
7 13  -0.24950545
7 14  -2.20092291
7 15   0.43413727
7 16  -0.50589780
7 17   0.10405457
7 18  -0.04977351
7 19  -1.55948489
7 20  -0.09548886
8 1  -0.29409915
8 2   0.57382589
8 3   0.02184142
8 4   1.53607232
8 5   0.60124978
8 6  -1.29854025
8 7   0.83890889
8 8  -0.40349315
8 9   0.40720431
8 10   1.73640788
8 11  -1.00851826
8 12  -1.07013400
8 13  -0.98971248
8 14   0.97939855
8 15   0.43000054
8 16  -2.29039674
8 17  -1.89768134
8 18   0.01034754
8 19   0.38693260
8 20  -0.66512427
9 1   1.52116376
9 2   0.48882385
9 3  -0.21737332
9 4  -0.35161188
9 5  -0.25859989
9 6   1.45553292
9 7   0.36638632
9 8  -1.10267418
9 9  -0.11151330
9 10  -0.33597335
9 11  -0.28907231
9 12   0.18283114
9 13   1.02327697
9 14   1.36689413
9 15  -0.53703146
9 16   1.67171874
9 17   0.57782691
9 18   0.94863217
9 19  -0.64662848
9 20  -0.70305727
10 1  -0.40467140
10 2   0.61590866
10 3  -1.59022481
10 4  -0.99843504
10 5   0.57314172
10 6   0.14210776
10 7  -0.60628191
10 8  -1.22458321
10 9  -0.45784120
10 10   0.07885368
10 11   2.12658144
10 12  -1.21682509
10 13   0.96700588
10 14  -0.83656306
10 15   0.36163659
10 16  -0.44708188
10 17  -0.02256606
10 18   0.79670760
10 19   0.27854511
10 20   0.92863190
